0.358500,0.214500,-0.094500
0.376500,0.232500,-0.124500
0.406500,0.265500,-0.151500
0.439500,0.292500,-0.235500
0.457500,0.316500,-0.250500
0.459000,0.348000,-0.219000
0.445500,0.373500,-0.175500
0.444000,0.408000,-0.201000
0.457500,0.439500,-0.208500
0.451500,0.463500,-0.220500
0.418500,0.478500,-0.238500
0.414000,0.486000,-0.243000
0.379500,0.508500,-0.238500
0.349500,0.520500,-0.226500
0.316500,0.520500,-0.214500
0.279000,0.528000,-0.201000
0.264000,0.540000,-0.195000
0.234000,0.546000,-0.195000
0.217500,0.547500,-0.169500
0.223500,0.547500,-0.181500
0.222000,0.528000,-0.210000
0.225000,0.537000,-0.192000
0.208500,0.526500,-0.193500
0.198000,0.513000,-0.174000
0.175500,0.502500,-0.160500
0.157500,0.484500,-0.154500
0.147000,0.495000,-0.135000
0.144000,0.459000,-0.120000
0.139500,0.451500,-0.124500
0.112500,0.433500,-0.091500
0.103500,0.415500,-0.073500
0.102000,0.405000,-0.030000
0.103500,0.397500,-0.046500
0.114000,0.354000,-0.066000
0.141000,0.351000,-0.045000
0.151500,0.334500,-0.043500
0.177000,0.306000,-0.084000
0.204000,0.291000,-0.066000
0.234000,0.285000,-0.075000
0.249000,0.264000,-0.063000
0.274500,0.265500,-0.055500
0.283500,0.274500,-0.070500
0.301500,0.259500,-0.082500
0.298500,0.274500,-0.076500
0.304500,0.274500,-0.076500
0.337500,0.283500,-0.088500
0.357000,0.285000,-0.069000
0.387000,0.294000,-0.045000
0.406500,0.298500,-0.061500
0.414000,0.306000,-0.036000
0.417000,0.282000,-0.039000
0.412500,0.295500,-0.010500
0.442500,0.262500,0.001500
0.456000,0.240000,0.009000
0.495000,0.219000,0.015000
0.543000,0.222000,0.015000
0.565500,0.211500,-0.019500
0.549000,0.210000,-0.012000
0.555000,0.213000,-0.030000
0.547500,0.196500,-0.019500
0.510000,0.186000,0.012000
0.483000,0.183000,0.006000
0.492000,0.168000,-0.018000
0.493500,0.181500,-0.025500
0.483000,0.165000,-0.006000
0.493500,0.172500,-0.010500
0.504000,0.174000,-0.015000
0.511500,0.169500,0.013500
0.537000,0.171000,0.006000
0.559500,0.196500,0.022500
0.577500,0.172500,0.037500
0.592500,0.187500,0.022500
0.585000,0.189000,0.009000
0.586500,0.187500,-0.007500
0.556500,0.190500,-0.001500
0.555000,0.195000,-0.030000
0.558000,0.213000,-0.048000
0.559500,0.262500,-0.058500
0.592500,0.301500,-0.100500
0.630000,0.360000,-0.111000
0.645000,0.396000,-0.117000
0.643500,0.460500,-0.136500
0.642000,0.513000,-0.132000
0.646500,0.565500,-0.136500
0.654000,0.627000,-0.111000
0.655500,0.688500,-0.073500
0.670500,0.751500,-0.031500
0.655500,0.805500,0.004500
0.643500,0.838500,0.058500
0.637500,0.847500,0.106500
0.664500,0.841500,0.193500
0.670500,0.850500,0.250500
0.694500,0.802500,0.301500
0.685500,0.778500,0.361500
0.672000,0.747000,0.429000
0.646500,0.715500,0.466500
0.630000,0.672000,0.501000
0.619500,0.631500,0.553500
0.567000,0.576000,0.570000
0.529500,0.529500,0.577500
0.496500,0.484500,0.571500
0.456000,0.435000,0.561000
0.454500,0.439500,0.520500
0.435000,0.435000,0.486000
0.426000,0.456000,0.480000
0.435000,0.453000,0.528000
0.426000,0.393000,0.555000
0.378000,0.324000,0.564000
0.348000,0.273000,0.549000
0.331500,0.214500,0.508500
0.304500,0.193500,0.463500
0.301500,0.175500,0.427500
0.280500,0.160500,0.421500
0.289500,0.151500,0.397500
0.277500,0.136500,0.370500
0.283500,0.130500,0.343500
0.318000,0.108000,0.312000
0.343500,0.106500,0.253500
0.381000,0.099000,0.234000
0.414000,0.093000,0.192000
0.472500,0.115500,0.163500
0.496500,0.127500,0.097500
0.520500,0.160500,0.082500
0.577500,0.181500,0.046500
0.594000,0.195000,0.015000
0.600000,0.249000,-0.033000
0.616500,0.283500,-0.070500
0.612000,0.321000,-0.105000
0.598500,0.355500,-0.142500
0.576000,0.378000,-0.168000
0.526500,0.412500,-0.187500
0.478500,0.448500,-0.217500
0.433500,0.466500,-0.223500
0.415500,0.481500,-0.235500
0.388500,0.499500,-0.220500
0.348000,0.492000,-0.231000
0.340500,0.493500,-0.220500
0.309000,0.507000,-0.201000
0.289500,0.478500,-0.199500
0.265500,0.493500,-0.196500
0.240000,0.477000,-0.183000
0.223500,0.481500,-0.178500
0.180000,0.504000,-0.162000
0.171000,0.498000,-0.162000
0.156000,0.495000,-0.144000
0.169500,0.481500,-0.133500
0.178500,0.463500,-0.136500
0.189000,0.441000,-0.153000
0.187500,0.427500,-0.163500
0.207000,0.435000,-0.147000
0.193500,0.412500,-0.151500
0.217500,0.373500,-0.121500
0.216000,0.363000,-0.105000
0.220500,0.334500,-0.094500
0.231000,0.300000,-0.048000
0.243000,0.279000,-0.042000
0.237000,0.285000,0.009000
0.223500,0.259500,0.040500
0.225000,0.261000,0.057000
0.220500,0.238500,0.064500
0.204000,0.222000,0.072000
0.198000,0.207000,0.075000
0.205500,0.199500,0.073500
0.193500,0.196500,0.064500
0.210000,0.195000,0.039000
0.211500,0.193500,0.031500
0.214500,0.178500,0.028500
0.220500,0.181500,0.031500
0.240000,0.174000,0.024000
0.265500,0.160500,0.043500
0.294000,0.156000,0.021000
0.288000,0.162000,0.033000
0.279000,0.168000,0.024000
0.273000,0.183000,0.006000
0.276000,0.186000,-0.015000
0.256500,0.223500,-0.049500
0.265500,0.244500,-0.085500
0.259500,0.259500,-0.106500
0.288000,0.342000,-0.153000
0.333000,0.402000,-0.192000
0.388500,0.472500,-0.226500
0.459000,0.573000,-0.255000
0.460500,0.631500,-0.229500
0.436500,0.679500,-0.205500
0.433500,0.709500,-0.184500
0.423000,0.738000,-0.198000
0.426000,0.759000,-0.159000
0.421500,0.772500,-0.166500
0.430500,0.769500,-0.151500
0.454500,0.802500,-0.136500
0.474000,0.798000,-0.123000
0.532500,0.835500,-0.058500
0.580500,0.829500,-0.022500
0.630000,0.804000,0.024000
0.688500,0.799500,0.070500
0.735000,0.765000,0.159000
0.765000,0.717000,0.219000
0.774000,0.681000,0.282000
0.762000,0.615000,0.375000
0.750000,0.555000,0.405000
0.712500,0.502500,0.463500
0.672000,0.471000,0.501000
0.610500,0.430500,0.496500
0.544500,0.400500,0.487500
0.493500,0.394500,0.469500
0.438000,0.438000,0.450000
0.420000,0.498000,0.432000
0.430500,0.571500,0.508500
0.420000,0.537000,0.612000
0.408000,0.405000,0.666000
0.348000,0.309000,0.621000
0.307500,0.256500,0.577500
0.291000,0.228000,0.522000
0.258000,0.213000,0.480000
0.243000,0.207000,0.456000
0.228000,0.198000,0.435000
0.213000,0.195000,0.447000
0.223500,0.157500,0.370500
0.256500,0.136500,0.346500
0.277500,0.127500,0.307500
0.303000,0.111000,0.264000
0.339000,0.102000,0.204000
0.403500,0.112500,0.151500
0.423000,0.108000,0.084000
0.447000,0.132000,0.060000
0.459000,0.150000,0.006000
0.487500,0.154500,-0.058500
0.505500,0.196500,-0.028500
0.507000,0.222000,-0.060000
0.508500,0.250500,-0.100500
0.490500,0.292500,-0.133500
0.487500,0.304500,-0.157500
0.457500,0.358500,-0.184500
0.418500,0.391500,-0.190500
0.349500,0.424500,-0.214500
0.291000,0.453000,-0.186000
0.256500,0.451500,-0.190500
0.217500,0.448500,-0.178500
0.178500,0.463500,-0.175500
0.126000,0.465000,-0.114000
0.108000,0.459000,-0.078000
0.079500,0.454500,-0.058500
0.070500,0.457500,-0.037500
0.051000,0.471000,-0.018000
0.030000,0.471000,0.006000
0.034500,0.445500,0.055500
0.016500,0.439500,0.091500
0.015000,0.435000,0.126000
0.021000,0.420000,0.150000
0.031500,0.406500,0.166500
0.030000,0.381000,0.168000
0.039000,0.348000,0.186000
0.039000,0.330000,0.180000
0.070500,0.313500,0.181500
0.087000,0.279000,0.186000
0.132000,0.264000,0.189000
0.165000,0.276000,0.201000
0.183000,0.276000,0.195000
0.184500,0.289500,0.199500
0.181500,0.313500,0.214500
0.171000,0.306000,0.222000
0.175500,0.307500,0.268500
0.175500,0.289500,0.289500
0.187500,0.283500,0.316500
0.163500,0.232500,0.331500
0.174000,0.213000,0.309000
0.184500,0.172500,0.307500
0.217500,0.151500,0.292500
0.226500,0.151500,0.292500
0.244500,0.139500,0.277500
0.262500,0.124500,0.271500
0.252000,0.123000,0.264000
0.247500,0.118500,0.253500
0.231000,0.123000,0.201000
0.198000,0.141000,0.177000
0.193500,0.163500,0.166500
0.175500,0.169500,0.127500
0.160500,0.184500,0.088500
0.154500,0.202500,0.016500
0.175500,0.244500,-0.016500
0.180000,0.279000,-0.075000
0.250500,0.316500,-0.115500
0.309000,0.351000,-0.171000
0.388500,0.385500,-0.193500
0.463500,0.442500,-0.208500
0.507000,0.477000,-0.210000
0.568500,0.550500,-0.175500
0.594000,0.600000,-0.168000
0.631500,0.649500,-0.136500
0.633000,0.708000,-0.117000
0.637500,0.745500,-0.082500
0.654000,0.771000,-0.018000
0.676500,0.802500,0.034500
0.696000,0.813000,0.123000
0.700500,0.820500,0.193500
0.730500,0.763500,0.271500
0.745500,0.712500,0.346500
0.736500,0.646500,0.400500
0.705000,0.573000,0.423000
0.670500,0.502500,0.466500
0.625500,0.439500,0.490500
0.571500,0.421500,0.496500
0.499500,0.403500,0.478500
0.453000,0.429000,0.474000
0.429000,0.501000,0.459000
0.424500,0.538500,0.535500
0.433500,0.508500,0.622500
0.405000,0.363000,0.660000
0.340500,0.292500,0.613500
0.297000,0.243000,0.558000
0.264000,0.201000,0.486000
0.238500,0.187500,0.436500
0.225000,0.168000,0.378000
0.223500,0.154500,0.337500
0.240000,0.129000,0.300000
0.265500,0.115500,0.259500
0.300000,0.105000,0.231000
0.336000,0.096000,0.207000
0.366000,0.102000,0.156000
0.385500,0.109500,0.112500
0.412500,0.124500,0.064500
0.448500,0.145500,0.037500
0.489000,0.168000,-0.006000
0.493500,0.196500,-0.052500
0.460500,0.223500,-0.082500
0.439500,0.244500,-0.091500
0.442500,0.262500,-0.112500
0.462000,0.303000,-0.162000
0.448500,0.328500,-0.181500
0.400500,0.364500,-0.199500
0.361500,0.391500,-0.184500
0.340500,0.424500,-0.199500
0.336000,0.420000,-0.204000
0.318000,0.393000,-0.183000
0.313500,0.388500,-0.166500
0.307500,0.373500,-0.172500
0.295500,0.373500,-0.160500
0.255000,0.366000,-0.156000
0.244500,0.364500,-0.127500
0.198000,0.351000,-0.114000
0.183000,0.342000,-0.093000
0.178500,0.343500,-0.082500
0.169500,0.343500,-0.061500
0.172500,0.325500,-0.076500
0.178500,0.334500,-0.070500
0.172500,0.322500,-0.052500
0.153000,0.309000,-0.024000
0.166500,0.295500,0.010500
0.162000,0.276000,0.042000
0.168000,0.264000,0.084000
0.175500,0.271500,0.112500
0.205500,0.286500,0.139500
0.216000,0.285000,0.156000
0.222000,0.321000,0.192000
0.192000,0.363000,0.243000
0.168000,0.360000,0.249000
0.132000,0.303000,0.243000
0.109500,0.262500,0.250500
0.114000,0.228000,0.252000
0.141000,0.189000,0.240000
0.175500,0.166500,0.235500
0.205500,0.139500,0.217500
0.229500,0.127500,0.202500
0.210000,0.144000,0.189000
0.189000,0.141000,0.174000
0.162000,0.174000,0.171000
0.159000,0.189000,0.135000
0.160500,0.190500,0.076500
0.166500,0.208500,0.016500
0.198000,0.240000,-0.039000
0.217500,0.283500,-0.079500
0.300000,0.348000,-0.126000
0.396000,0.393000,-0.195000
0.540000,0.453000,-0.201000
0.585000,0.525000,-0.171000
0.651000,0.582000,-0.144000
0.679500,0.631500,-0.088500
0.705000,0.642000,-0.063000
0.724500,0.643500,-0.019500
0.769500,0.616500,0.064500
0.790500,0.589500,0.127500
0.804000,0.555000,0.195000
0.799500,0.529500,0.265500
0.771000,0.492000,0.330000
0.724500,0.445500,0.391500
0.654000,0.420000,0.420000
0.591000,0.387000,0.444000
0.546000,0.399000,0.435000
0.535500,0.436500,0.478500
0.523500,0.433500,0.517500
0.507000,0.405000,0.591000
0.466500,0.358500,0.637500
0.439500,0.298500,0.628500
0.393000,0.255000,0.600000
0.340500,0.232500,0.547500
0.316500,0.208500,0.508500
0.292500,0.193500,0.481500
0.292500,0.166500,0.427500
0.291000,0.135000,0.357000
0.304500,0.112500,0.286500
0.346500,0.103500,0.220500
0.369000,0.102000,0.159000
0.418500,0.097500,0.097500
0.429000,0.120000,0.021000
0.426000,0.135000,0.018000
0.432000,0.150000,0.021000
0.427500,0.151500,0.001500
0.408000,0.153000,0.003000
0.423000,0.150000,-0.006000
0.414000,0.159000,-0.006000
0.423000,0.162000,0.009000
0.453000,0.150000,0.033000
0.457500,0.163500,0.049500
0.445500,0.160500,0.010500
0.463500,0.148500,0.016500
0.450000,0.147000,0.006000
0.432000,0.168000,0.000000
0.421500,0.154500,-0.016500
0.432000,0.162000,-0.012000
0.451500,0.154500,-0.007500
0.453000,0.162000,-0.018000
0.447000,0.180000,-0.009000
0.445500,0.160500,-0.016500
0.435000,0.153000,-0.018000
0.427500,0.178500,-0.037500
0.444000,0.177000,-0.039000
0.453000,0.195000,-0.051000
0.502500,0.211500,-0.052500
0.562500,0.211500,-0.040500
0.586500,0.220500,-0.055500
0.582000,0.225000,-0.042000
0.573000,0.231000,-0.042000
0.543000,0.234000,-0.051000
0.537000,0.258000,-0.081000
0.504000,0.261000,-0.069000
0.478500,0.247500,-0.103500
0.465000,0.237000,-0.096000
0.453000,0.243000,-0.087000
0.439500,0.241500,-0.070500
0.453000,0.228000,-0.051000
0.448500,0.211500,-0.046500
0.450000,0.207000,-0.039000
0.460500,0.196500,-0.019500
0.453000,0.180000,0.006000
0.418500,0.187500,-0.016500
0.403500,0.190500,-0.028500
0.405000,0.186000,-0.024000
0.394500,0.193500,-0.049500
0.403500,0.208500,-0.040500
0.393000,0.204000,-0.030000
0.411000,0.213000,-0.030000
0.421500,0.217500,-0.028500
0.433500,0.220500,-0.028500
0.442500,0.217500,-0.019500
0.438000,0.222000,-0.036000
0.477000,0.219000,-0.039000
0.463500,0.229500,-0.046500
0.459000,0.222000,-0.033000
0.468000,0.222000,-0.036000
0.469500,0.232500,-0.028500
0.466500,0.232500,-0.046500
0.475500,0.232500,-0.040500
0.484500,0.238500,-0.025500
0.484500,0.241500,-0.028500
0.475500,0.232500,-0.043500
0.490500,0.223500,-0.034500
0.477000,0.237000,-0.048000
